target,sector,engine,period_d,t0_d,duration_d,depth_rel,SDE,SNR,num_transits,odd_even,vshape,snr_local,planet_score,status,error
TIC 150428135,13,BLS,7.435796789839492,1661.1025217317735,0.02,0.0018056836783143723,2.180264461945488,1.757135242766944,3,9.402330859875475,28.850864360875143,0.396014689125136,5.666111688446779e-06,OK,
